created_at,entry_id,field1,field2,field3,field4,field5,field6,field7,field8
2021-03-14 23:57:01 UTC,1,0,0,,0,0,0,0,278
2021-03-15 00:57:01 UTC,2,0,0,,0,0,0,0,278
2021-03-15 01:57:01 UTC,3,0,0,,0,0,0,0,278
2021-03-15 02:57:01 UTC,4,0,0,,0,0,0,0,278
2021-03-15 03:57:01 UTC,5,1,1,,3.9,0,0,0,278
2021-03-15 04:57:01 UTC,6,2,3,,0,0,0,0,278
2021-03-15 05:57:01 UTC,7,1,4,,0,0,0,0,278
2021-03-15 06:57:01 UTC,8,10,14,,0,0,0,0,278
2021-03-15 07:57:01 UTC,9,17,31,,3.9,0,0,0,278
2021-03-15 08:57:01 UTC,10,21,55,,0,0,0,0,278
2021-03-15 09:57:01 UTC,11,20,75,,0,0,0,0,278
2021-03-15 10:57:01 UTC,12,23,98,,0,0,0,0,278
2021-03-15 11:57:01 UTC,13,24,122,,3.9,0,0,0,278
2021-03-15 12:57:01 UTC,14,23,147,,0,0,0,0,278
2021-03-15 13:57:01 UTC,15,18,165,,0,0,0,0,278
2021-03-15 14:57:01 UTC,16,13,178,,0,0,0,0,278
2021-03-15 15:57:01 UTC,17,17,195,,3.9,0,0,0,278
2021-03-15 16:57:01 UTC,18,36,234,,0,0,0,0,278
2021-03-15 17:57:01 UTC,19,40,274,,0,0,0,0,278
2021-03-15 18:57:01 UTC,20,31,305,,0,0,0,0,278
2021-03-15 19:57:01 UTC,21,11,316,,3.9,0,0,0,278
2021-03-15 20:57:01 UTC,22,1,318,,0,0,0,0,278
2021-03-15 21:57:01 UTC,23,1,319,,3.9,0,0,0,278
2021-03-15 22:57:01 UTC,24,,,319,,,,,
2021-03-15 23:57:01 UTC,25,0,0,,0,0,0,0,319
2021-03-16 00:57:01 UTC,26,1,1,,0,0,0,0,319
2021-03-16 01:57:01 UTC,27,0,1,,0,0,0,0,319
2021-03-16 02:57:01 UTC,28,0,1,,0,0,0,0,319
2021-03-16 03:57:01 UTC,29,0,1,,3.9,0,0,0,319
2021-03-16 04:57:01 UTC,30,3,5,,0,0,0,0,319
2021-03-16 05:57:01 UTC,31,6,11,,0,0,0,0,319
2021-03-16 06:57:01 UTC,32,18,29,,0,0,0,0,319
2021-03-16 07:57:01 UTC,33,24,53,,3.9,0,0,0,319
2021-03-16 08:57:01 UTC,34,25,83,,0,0,0,0,319
2021-03-16 09:57:01 UTC,35,29,112,,0,0,0,0,319
2021-03-16 10:57:01 UTC,36,20,132,,0,0,0,0,319
2021-03-16 11:57:01 UTC,37,10,142,,3.9,0,0,0,319
2021-03-16 12:57:01 UTC,38,18,162,,0,0,0,0,319
2021-03-16 13:57:01 UTC,39,7,169,,0,0,0,0,319
2021-03-16 14:57:01 UTC,40,6,175,,0,0,0,0,319
2021-03-16 15:57:01 UTC,41,17,192,,3.9,0,0,0,319
2021-03-16 16:57:01 UTC,42,47,243,,0,0,0,0,319
2021-03-16 17:57:01 UTC,43,30,273,,0,0,0,0,319
2021-03-16 18:57:01 UTC,44,28,301,,0,0,0,0,319
2021-03-16 19:57:01 UTC,45,11,312,,3.9,0,0,0,319
2021-03-16 20:57:01 UTC,46,1,313,,0,0,0,0,319
2021-03-16 21:57:01 UTC,47,1,314,,3.9,0,0,0,319
2021-03-16 22:57:01 UTC,48,,,314,,,,,
2021-03-16 23:57:01 UTC,49,1,1,,0,0,0,0,314
2021-03-17 00:57:01 UTC,50,0,1,,0,0,0,0,314
2021-03-17 01:57:01 UTC,51,0,1,,0,0,0,0,314
2021-03-17 02:57:01 UTC,52,0,1,,0,0,0,0,314
